
id,question,answer1,answer2,answer3,answer4,answer5,answer6,coanswer,serie,difficulty,created_at
532,"Lors du rassemblement au camp militaire, quel aliment mange Sasha devant l'instructeur Keith Shadis ?",Une pomme de terre,Une pomme,Du pain,Du maïs,Du lait,Du Pepe Chicken,1,Shingeki No Kyojin,easy,2025-12-03 14:07:31.95435+00
533,Quelle actrice plaît physiquement à Aoi Todo ?,Jennifer Lawrence,Emma Watson,Scarlett Johanson,Jessica Alba,Zendaya,Madelyn Cline,1,Jujutsu Kaisen,medium,2025-12-03 14:09:19.514138+00
534,Quel personnage se bat avec un balai ?,Benimaru,Joker,Leonardo Burns,Maki Oze,Iris,Hibana,1,Fire Force,medium,2025-12-03 14:11:26.342508+00
535,Quelle est la particularité des deux personnages principaux ?,Elles ont le même prénom,Elles ont le même père,Elles aiment le même homme,Elles détestent le rouge,Elles ont le même rire,Elles ont le même métier,1,Nana,medium,2025-12-03 14:13:18.641088+00
536,Quel objet Isabella ramasse-t-elle à la fin du tout premier épisode ?,Une peluche,Une fleur,Une pièce,Une arme,Une écharpe,Un bonnet,1,The Promised Neverland,easy,2025-12-03 14:15:27.108782+00
537,Dans quelle ère se déroule les aventures de Tanjiro ?,Taishô,Edo,Meiji,Yayoi,Heisei,Nara,1,Demon Slayer,hard,2025-12-03 14:19:48.742114+00
538,"Quel est la traduction française du manga ""Maison Ikkoku"" ?",Juliette je t'aime,Jeanne et Serge,Princesse Sarah,Enfer & Paradis,Le Collège Fou Fou Fou,Amer Béton,1,Divers,veryhard,2025-12-03 14:22:19.552905+00
539,"Si on ne précise pas les circonstances de la mort, en combien de temps l'individu inscrit sur le cahier mourra ?",40 secondes,20 secondes,"37,5 secondes",60 secondes,50 secondes,35 secondes,1,Death Note,medium,2025-12-03 14:24:42.883349+00
540,"Qui a dit ""Peu importe combien on a d'alliés, on meurt toujours tout seul"" ?",Gojo,Megumi,Todo,Geto,Sukuna,Jogo,1,Jujustu Kaisen,medium,2025-12-03 14:25:52.088341+00
541,Quel est le manga le plus vendu de tous les temps ?,One Piece,Golgo 13,Dragon Ball,Doraemon,Detective Conan,Demon Slayer,1,Divers,easy,2025-12-03 14:28:31.287813+00
542,Quelle oeuvre n'est pas un Seinen ?,Chainsaw Man,Vinland Saga,Berserk,Kingdom,Oshi No Ko,Rainbow,1,Divers,easy,2025-12-03 15:03:16.79392+00
543,Dans quelle maison d'édition est édité le manga My Hero Academia ?,Ki-oon,Crunchyroll Manga,Glénat,Kana,Kurokawa,Pika,1,Divers,medium,2025-12-03 15:06:19.711577+00
544,Quel nom de héros porte Midoriya Izuku ?,Deku,Kacchan,Stain,All might,Green warrior,Drush,1,My Hero Academia,veryeasy,2025-12-04 17:14:46.806125+00
545,Quelle est la spécialité de Nikumi ?,La viande,Le couscous,Les patates,Le riz,Les pattes,Le pain,1,Food Wars,medium,2025-12-04 17:56:14.320563+00
546,Quel nom de code porte Loid Forger ?,Twilight,Nightfall,Cipher-7,Silent Hawk,Grey Wolf,Dagger,1,Spy Family,veryeasy,2025-12-04 17:58:11.300257+00
547,Quel est l'alter de Bakugo ?,Explosion,Nightwing,Save them all,Vision,One For All,Zoom,1,My Hero Academia,veryeasy,2025-12-04 18:06:45.171349+00
548,De quelle capacité est dotée Anya Forger ?,Lire dans les pensées,Léviter,Parler aux animaux,Voir dans le futur,Capter les ondes sonores,Détecter les mensonges,1,Spy Family,veryeasy,2025-12-04 18:08:15.195817+00
549,Dans quelle académie Anya forger étudie t-elle ?,Eden,Bond,Paradise,Spylight,Rainbow,Idol,1,Spy Family,medium,2025-12-05 20:59:41.59823+00
550,Quelle équipe a été la première à se qualifier lors de l’épreuve de la Forêt de la Mort pendant l’examen Chunin ?,Gaara Temari Kankuro,Naruto Sasuke Salura,Neji Lee Tenten,Kiba Hinata Shino,Shikamaru Choji Ino,Dosu Zaku Kin,1,Naruto,hard,2025-12-05 21:03:53.353436+00
551,Qui est l’inventeur du Rasengan ?,Minato,Jiraiya,Tobirama,Naruto,Ashura,Hagoromo,1,Naruto,medium,2025-12-05 21:05:54.013803+00
